AccountPk,TotalBalance,Expenses,EmploymentBasis,IncomeBand,State,FGF Score,Age,Age Group,Resilience_Score,Segment,Clustering
1178049,1274.77,1449.4761,Full Time Work,90k - 100k,VIC,419,38,36-40,0.879469486,Diamond,Diamond1
1178183,1239.75,520.5638,Full Time Work,60k - 70k,QLD,418,43,41-45,2.381552463,Diamond,Diamond2
1178481,168.5,932.9761,Part Time Work,30k - 40k,QLD,600,53,51-55,0.180604841,Diamond,Diamond5
1178601,1789.34,1043.953,Part Time Work,20k - 30k,NSW,489,33,31-35,1.714004366,Diamond,Diamond2
1178767,356.35,898.42,Full Time Work,50k - 60k,TAS,562,51,51-55,0.396640769,Diamond,Diamond5
1179273,554.71,916.965,Casual Work,40k - 50k,QLD,445,26,26-30,0.604941301,Diamond,Diamond3
1179426,96.54,735.415,Part Time Work,40k - 50k,VIC,566,31,31-35,0.131272819,Diamond,Diamond2
1179578,1569.6,1561.3115,Full Time Work,90k - 100k,QLD,529,35,31-35,1.005308678,Diamond,Diamond2
1179931,729.18,808.1623,Full Time Work,50k - 60k,QLD,602,56,56-60,0.90226926,Diamond,Diamond5
1180196,602.47,595.9369,Self Employed,30k - 40k,QLD,501,29,26-30,1.010962738,Diamond,Diamond2
1180317,21.87,1058.5246,Full Time Work,70k - 80k,NSW,466,33,31-35,0.020660833,Diamond,Diamond5
1180331,1254.62,2227.8438,Full Time Work,100k+,VIC,435,48,46-50,0.563154383,Diamond,Diamond1
1180543,2.76,1005.0576,Part Time Work,50k - 60k,QLD,574,60,56-60,0.002746111,Diamond,Diamond1
1181073,233.08,1239.4376,Part Time Work,30k - 40k,NSW,349,29,26-30,0.188053033,Diamond,Diamond4
1181207,618.89,679.4407,Full Time Work,70k - 80k,VIC,418,65,61-65,0.910881553,Diamond,Diamond1
1181808,1091.26,1479.738,Full Time Work,100k+,QLD,468,33,31-35,0.73746839,Diamond,Diamond1
1181813,0.2,1247.8061,Full Time Work,80k - 90k,WA,504,44,41-45,0.000160281,Diamond,Diamond5
1182140,795.84,624.5369,Full Time Work,70k - 80k,NSW,472,37,36-40,1.274288197,Diamond,Diamond2
1182371,190.04,833.5438,Casual Work,40k - 50k,QLD,436,36,36-40,0.227990419,Diamond,Diamond1
1182418,86.77,969.5623,Full Time Work,60k - 70k,SA,406,50,46-50,0.089493991,Diamond,Diamond3
1182440,186.52,959.7884,Full Time Work,50k - 60k,VIC,540,48,46-50,0.194334501,Diamond,Diamond1
1182546,2030.22,1204.1453,Full Time Work,60k - 70k,NSW,443,39,36-40,1.686025764,Diamond,Diamond3
1182637,2138.18,842.1907,Full Time Work,70k - 80k,QLD,425,38,36-40,2.53883117,Diamond,Diamond2
1182881,274.34,818.7061,Other,20k - 30k,TAS,422,31,31-35,0.335089723,Diamond,Diamond2
1183273,338.21,1564.9992,Full Time Work,80k - 90k,SA,440,51,51-55,0.216108737,Diamond,Diamond1
1183687,5552.24,571.8223,Full Time Work,40k - 50k,WA,615,70,66-70,9.709729753,Diamond,Diamond5
1183880,1341.58,1940.2153,Full Time Work,100k+,VIC,429,42,41-45,0.691459345,Diamond,Diamond2
1184321,403.36,1109.9369,Full Time Work,60k - 70k,WA,513,44,41-45,0.363408046,Diamond,Diamond2
1184710,1.06,656,Full Time Work,80k - 90k,SA,360,38,36-40,0.001615854,Diamond,Diamond2
1184931,45.85,1725.3546,Full Time Work,100k+,NSW,447,39,36-40,0.026574247,Diamond,Diamond5
1185220,19.18,401.6376,Full Time Work,30k - 40k,QLD,460,28,26-30,0.047754493,Diamond,Diamond3
1185591,0.1,1234.5,Full Time Work,60k - 70k,NSW,386,47,46-50,8.10E-05,Diamond,Diamond3
1186382,4036.94,1309.0292,Centrelink,60k - 70k,NSW,465,45,41-45,3.083918984,Diamond,Diamond1
1186542,773.66,931.8638,Full Time Work,40k - 50k,NSW,489,36,36-40,0.830228624,Diamond,Diamond2
1186676,2179.75,975.3084,Casual Work,60k - 70k,QLD,513,62,61-65,2.234934099,Diamond,Diamond1
1186755,4065.88,782.6711,Full Time Work,50k - 60k,VIC,365,23,18-25,5.194876877,Diamond,Diamond1
1186880,822.07,1290.9576,Full Time Work,70k - 80k,NSW,425,25,18-25,0.63679086,Diamond,Diamond1
1186952,747.45,662.3076,Full Time Work,40k - 50k,QLD,452,44,41-45,1.128554164,Diamond,Diamond2
1187726,1964.45,821.1115,Full Time Work,10k - 20k,NSW,434,32,31-35,2.392427825,Diamond,Diamond3
1189004,7.45,1020.0892,Casual Work,50k - 60k,QLD,544,70,66-70,0.007303283,Diamond,Diamond5
1189110,104.64,1191.173,Full Time Work,100k+,NSW,453,33,31-35,0.087846182,Diamond,Diamond1
1189693,0.54,744.9692,Full Time Work,40k - 50k,QLD,343,40,36-40,0.000724862,Diamond,Diamond4
1190086,423.09,814.6069,Full Time Work,40k - 50k,NSW,429,31,31-35,0.519379347,Diamond,Diamond3
1190257,1301.86,704.9438,Full Time Work,40k - 50k,WA,654,56,56-60,1.846757146,Diamond,Diamond5
1190418,313.68,1303.3923,Full Time Work,70k - 80k,QLD,503,32,31-35,0.240664303,Diamond,Diamond1
1190697,1668.05,1158.3292,Full Time Work,40k - 50k,VIC,569,45,41-45,1.440048304,Diamond,Diamond5
1190845,398.19,1289.8453,Full Time Work,80k - 90k,NSW,448,60,56-60,0.30871144,Diamond,Diamond5
1190934,455.02,754.5634,NULL,40k - 50k,VIC,397,30,26-30,0.603024212,Diamond,Diamond3
1191006,21.32,736.1607,Full Time Work,30k - 40k,VIC,412,33,31-35,0.028961068,Diamond,Diamond1
1191054,656.89,1673.5261,Full Time Work,90k - 100k,WA,544,38,36-40,0.392518527,Diamond,Diamond5
1191188,239.18,868.06,Full Time Work,40k - 50k,VIC,377,24,18-25,0.275533949,Diamond,Diamond3
1191300,2318.42,799.2615,Full Time Work,40k - 50k,QLD,437,56,56-60,2.900702711,Diamond,Diamond1
1191409,1263.85,1200.7446,Full Time Work,70k - 80k,WA,537,30,26-30,1.052555223,Diamond,Diamond1
1191734,50.07,481.1461,Full Time Work,40k - 50k,VIC,540,48,46-50,0.104064025,Diamond,Diamond5
1193230,0.42,1039.3561,Full Time Work,100k+,NSW,370,58,56-60,0.000404096,Diamond,Diamond4
1193298,1510.79,1230.32,Full Time Work,80k - 90k,ACT,498,39,36-40,1.227965082,Diamond,Diamond5
1193305,111.12,1050.3676,Part Time Work,60k - 70k,QLD,490,47,46-50,0.105791534,Diamond,Diamond2
1194053,5248.64,1018.2861,Casual Work,50k - 60k,VIC,343,48,46-50,5.154386375,Diamond,Diamond3
1194389,263.03,977.0561,Full Time Work,50k - 60k,NSW,527,47,46-50,0.26920665,Diamond,Diamond1
1194393,711.73,1637.6946,Full Time Work,80k - 90k,WA,518,32,31-35,0.434592628,Diamond,Diamond1
1194493,115.98,564.41,NULL,40k - 50k,QLD,458,41,41-45,0.205488918,Diamond,Diamond3
1194946,1.59,1073.4207,Full Time Work,60k - 70k,VIC,406,31,31-35,0.001481246,Diamond,Diamond2
1194963,33.78,630.5315,Full Time Work,50k - 60k,QLD,361,40,36-40,0.05357385,Diamond,Diamond4
1195083,40.16,1184.42,NULL,70k - 80k,QLD,428,27,26-30,0.033906891,Diamond,Diamond1
1195222,1122.55,1183.7538,Full Time Work,90k - 100k,QLD,475,29,26-30,0.94829685,Diamond,Diamond2
1195229,575.08,811.2915,Full Time Work,40k - 50k,NSW,461,45,41-45,0.708845095,Diamond,Diamond1
1195357,1878.66,948.2276,Full Time Work,50k - 60k,SA,495,42,41-45,1.981233198,Diamond,Diamond1
1196268,1210.54,829.5107,Full Time Work,70k - 80k,QLD,508,58,56-60,1.459342236,Diamond,Diamond2
1196359,4.94,954.2561,Part Time Work,40k - 50k,VIC,533,54,51-55,0.005176807,Diamond,Diamond1
1196367,16.37,1277.9276,Full Time Work,90k - 100k,VIC,462,37,36-40,0.012809802,Diamond,Diamond1
1196931,1026.37,771.5769,Full Time Work,60k - 70k,NSW,468,39,36-40,1.330223857,Diamond,Diamond3
1196955,1011.48,1028.7223,Full Time Work,70k - 80k,QLD,553,27,26-30,0.983239111,Diamond,Diamond1
1197258,486.42,672.9769,Full Time Work,40k - 50k,WA,387,68,66-70,0.722788553,Diamond,Diamond3
1197760,529.28,1435.9573,Full Time Work,60k - 70k,NSW,433,23,18-25,0.368590347,Diamond,Diamond3
1198309,3416.72,1593.1053,Full Time Work,90k - 100k,VIC,447,32,31-35,2.144691879,Diamond,Diamond1
1198731,445.27,1816.08,Full Time Work,100k+,QLD,419,36,36-40,0.24518193,Diamond,Diamond1
1198781,1249.73,1463.4165,Full Time Work,80k - 90k,NSW,552,61,61-65,0.853981078,Diamond,Diamond5
1199223,659.01,1409.8065,Full Time Work,80k - 90k,NSW,507,54,51-55,0.467447128,Diamond,Diamond1
1199346,190.07,1211.3915,Full Time Work,60k - 70k,WA,448,37,36-40,0.156902207,Diamond,Diamond4
1199571,1801.48,785.9392,Full Time Work,50k - 60k,QLD,561,29,26-30,2.292136593,Diamond,Diamond2
1200193,1251.99,1473.8953,Full Time Work,90k - 100k,NSW,426,43,41-45,0.849442969,Diamond,Diamond2
1200303,159.21,2185.8776,Full Time Work,100k+,QLD,390,33,31-35,0.072835734,Diamond,Diamond4
1200410,4124.7,661.18,Full Time Work,40k - 50k,QLD,447,39,36-40,6.238391966,Diamond,Diamond1
1200679,7.74,765.723,Full Time Work,50k - 60k,NSW,400,38,36-40,0.010108094,Diamond,Diamond2
1200700,323.56,873.2292,Full Time Work,40k - 50k,VIC,492,25,18-25,0.370532731,Diamond,Diamond1
1201038,168.92,555.7369,Full Time Work,50k - 60k,QLD,544,53,51-55,0.303956782,Diamond,Diamond5
1201644,1734.5,927.25,NULL,60k - 70k,QLD,442,56,56-60,1.870585063,Diamond,Diamond2
1201819,0.02,1506.0769,Full Time Work,100k+,VIC,478,45,41-45,1.33E-05,Diamond,Diamond1
1202104,337.79,850.983,NULL,30k - 40k,QLD,550,53,51-55,0.396940949,Diamond,Diamond5
1202541,101.1,979.6107,Full Time Work,50k - 60k,QLD,530,42,41-45,0.103204263,Diamond,Diamond2
1202556,411.44,1151.4734,Full Time Work,50k - 60k,VIC,539,37,36-40,0.357316113,Diamond,Diamond2
1203112,294.52,880.0453,Full Time Work,30k - 40k,VIC,352,28,26-30,0.334664591,Diamond,Diamond1
1203160,2609.17,1623.5326,Full Time Work,100k+,QLD,599,52,51-55,1.607094308,Diamond,Diamond5
1203676,508.94,1626.7046,Full Time Work,100k+,NSW,511,47,46-50,0.312865655,Diamond,Diamond5
1203720,486.09,522.17,Full Time Work,30k - 40k,WA,467,28,26-30,0.930903729,Diamond,Diamond3
1203736,0.02,631.6792,Full Time Work,50k - 60k,QLD,411,29,26-30,3.17E-05,Diamond,Diamond1
1203872,68.98,1201.3857,Full Time Work,60k - 70k,NSW,544,46,46-50,0.057417031,Diamond,Diamond5
1203905,18.37,1278.1,Casual Work,70k - 80k,QLD,406,42,41-45,0.014372897,Diamond,Diamond3
1203971,8.72,666.5415,Part Time Work,40k - 50k,QLD,501,27,26-30,0.013082456,Diamond,Diamond1
1203985,837.81,1305.423,Full Time Work,NULL,QLD,441,29,26-30,0.641791971,Diamond,Diamond3
1204066,1471.44,1770.2692,Full Time Work,90k - 100k,TAS,442,25,18-25,0.831195617,Diamond,Diamond3
1204184,5022.48,1563.1,Full Time Work,NULL,NSW,446,41,41-45,3.213153349,Diamond,Diamond4
1204295,27.86,1229.4246,Full Time Work,100k+,NT,418,42,41-45,0.022661007,Diamond,Diamond1
1204414,734.11,621.0107,Casual Work,30k - 40k,VIC,434,26,26-30,1.182121339,Diamond,Diamond3
1204722,168.99,835.28,Casual Work,60k - 70k,NSW,512,33,31-35,0.202315391,Diamond,Diamond2
1205427,2596.42,1002.8015,Full Time Work,100k+,SA,576,60,56-60,2.58916645,Diamond,Diamond5
1205906,948.38,1017.97,Casual Work,60k - 70k,QLD,535,48,46-50,0.931638457,Diamond,Diamond2
1206498,777.86,1568.2538,Full Time Work,100k+,NSW,503,29,26-30,0.496003899,Diamond,Diamond2
1206904,723.91,2199.4576,Full Time Work,100k+,VIC,534,53,51-55,0.329131146,Diamond,Diamond1
1207282,2018.49,1263.928,Full Time Work,NULL,VIC,548,63,61-65,1.596997614,Diamond,Diamond5
1208158,1.25,1071.8192,Full Time Work,50k - 60k,NSW,474,51,51-55,0.001166241,Diamond,Diamond3
1208165,4237.3,1347.5376,Full Time Work,100k+,WA,558,56,56-60,3.144476265,Diamond,Diamond5
1208870,133.86,597.7653,Full Time Work,40k - 50k,QLD,412,31,31-35,0.223934042,Diamond,Diamond1
1209156,785.44,809.5546,Full Time Work,50k - 60k,NSW,497,41,41-45,0.970212509,Diamond,Diamond5
1209541,658.59,696.2784,Full Time Work,40k - 50k,QLD,408,28,26-30,0.945871651,Diamond,Diamond3
1209617,3.32,631.4069,Full Time Work,30k - 40k,SA,523,55,51-55,0.005258099,Diamond,Diamond5
1209898,1682.04,1765.5038,NULL,100k+,NSW,524,31,31-35,0.952725222,Diamond,Diamond5
1210171,144.85,939.6207,Full Time Work,50k - 60k,VIC,581,46,46-50,0.154157949,Diamond,Diamond5
1210880,191.4,1341.49,Full Time Work,100k+,QLD,540,40,36-40,0.142677172,Diamond,Diamond2
1211153,467.9,597.4084,Casual Work,30k - 40k,QLD,496,24,18-25,0.783216306,Diamond,Diamond2
1211364,0.11,2016.2369,Full Time Work,40k - 50k,WA,384,31,31-35,5.46E-05,Diamond,Diamond4
1211544,881.72,2152.0907,Full Time Work,100k+,QLD,474,42,41-45,0.409703922,Diamond,Diamond1
1212075,20.33,828.85,Full Time Work,50k - 60k,NSW,488,38,36-40,0.02452796,Diamond,Diamond2
1212606,304.93,1002.1484,Full Time Work,60k - 70k,WA,551,46,46-50,0.304276293,Diamond,Diamond1
1212742,667.37,1524.275,Full Time Work,60k - 70k,NSW,450,51,51-55,0.43782782,Diamond,Diamond3
1214345,2250.28,921.865,Full Time Work,50k - 60k,QLD,509,50,46-50,2.441008174,Diamond,Diamond2
1214635,157.95,1286.1019,NULL,40k - 50k,QLD,514,42,41-45,0.122812975,Diamond,Diamond2
1215610,790.69,1101.903,Centrelink,50k - 60k,NSW,488,39,36-40,0.717567699,Diamond,Diamond1
1215643,63.14,987.2392,Full Time Work,50k - 60k,VIC,453,52,51-55,0.063956131,Diamond,Diamond5
1216290,261.86,833.5138,Part Time Work,20k - 30k,QLD,498,29,26-30,0.314163965,Diamond,Diamond1
1216436,2409.08,1665.1884,Full Time Work,100k+,WA,435,39,36-40,1.446731193,Diamond,Diamond1
1217502,45.07,1039.4392,Full Time Work,40k - 50k,SA,497,54,51-55,0.043359919,Diamond,Diamond3
1217666,1348.79,1643.525,NULL,100k+,WA,523,32,31-35,0.820668989,Diamond,Diamond1
1218446,63.11,694.02,NULL,60k - 70k,QLD,505,27,26-30,0.090933979,Diamond,Diamond1
1219425,235.18,679.6992,Full Time Work,50k - 60k,VIC,515,46,46-50,0.346005998,Diamond,Diamond5
1219689,1343.59,1706.4969,Full Time Work,100k+,VIC,546,41,41-45,0.787338084,Diamond,Diamond5
1220002,583.43,1396.59,Full Time Work,50k - 60k,NSW,552,55,51-55,0.417753242,Diamond,Diamond1
1220215,692.83,1624.0915,Full Time Work,100k+,NSW,490,39,36-40,0.426595423,Diamond,Diamond2
1220421,180.69,634.6992,Full Time Work,40k - 50k,WA,566,35,31-35,0.284686037,Diamond,Diamond2
1220486,4416.8,1170.9092,Full Time Work,90k - 100k,VIC,423,53,51-55,3.77211145,Diamond,Diamond1
1220641,273.77,1184.005,Full Time Work,70k - 80k,WA,501,51,51-55,0.231223686,Diamond,Diamond5
1220708,71.35,1025.2492,Full Time Work,60k - 70k,NSW,588,61,61-65,0.069592837,Diamond,Diamond5
1221028,826.4,896.4226,Full Time Work,50k - 60k,QLD,534,39,36-40,0.921886619,Diamond,Diamond2
1221830,21.2,675.6269,Full Time Work,20k - 30k,QLD,546,38,36-40,0.031378265,Diamond,Diamond1
1223363,42,1001.74,Full Time Work,60k - 70k,WA,499,53,51-55,0.041927047,Diamond,Diamond5
1224303,27.24,749.3153,Full Time Work,40k - 50k,QLD,485,39,36-40,0.036353188,Diamond,Diamond2
1224616,0.32,511.7546,Full Time Work,60k - 70k,NSW,501,22,18-25,0.0006253,Diamond,Diamond3
1225015,724.03,750.8853,Self Employed,40k - 50k,SA,402,46,46-50,0.96423515,Diamond,Diamond2
1225371,550.93,966.2315,Part Time Work,60k - 70k,VIC,562,38,36-40,0.570184267,Diamond,Diamond2
1225379,1893.27,840.5884,Full Time Work,80k - 90k,VIC,597,66,66-70,2.252315164,Diamond,Diamond5
1226344,687.04,1551.848,Casual Work,100k+,QLD,472,32,31-35,0.442723772,Diamond,Diamond1
1226700,96.77,1577.14,NULL,80k - 90k,QLD,479,47,46-50,0.061357901,Diamond,Diamond1
1226734,486.56,1731.6257,Full Time Work,90k - 100k,QLD,410,39,36-40,0.280984511,Diamond,Diamond3
1226880,299.98,1438.2038,Casual Work,40k - 50k,VIC,486,33,31-35,0.208579619,Diamond,Diamond1
1227128,224,712.5069,Full Time Work,NULL,QLD,532,53,51-55,0.31438292,Diamond,Diamond5
1227259,2129.46,1922.4723,Full Time Work,100k+,TAS,501,38,36-40,1.107667455,Diamond,Diamond1
1227369,223.59,1850.4507,Casual Work,100k+,QLD,427,50,46-50,0.120830023,Diamond,Diamond2
1227789,1490.19,1325.35,Full Time Work,80k - 90k,QLD,404,23,18-25,1.124374693,Diamond,Diamond4
1227943,484.74,1802.82,Full Time Work,100k+,QLD,539,47,46-50,0.268878757,Diamond,Diamond5
1228220,3913.52,1250.423,Full Time Work,70k - 80k,VIC,448,47,46-50,3.12975689,Diamond,Diamond5
1228308,455,1071.6,Full Time Work,60k - 70k,QLD,555,51,51-55,0.424598731,Diamond,Diamond2
1228584,149.15,724.79,Part Time Work,40k - 50k,NSW,523,39,36-40,0.205783744,Diamond,Diamond2
1228653,160.75,481.47,Full Time Work,60k - 70k,NSW,459,43,41-45,0.333873346,Diamond,Diamond3
1228730,51.01,861.1984,Full Time Work,60k - 70k,NT,529,46,46-50,0.059231415,Diamond,Diamond2
1229420,2087.6,1185.6338,Full Time Work,60k - 70k,VIC,539,47,46-50,1.760746025,Diamond,Diamond5
1229802,1072.24,917.2176,Full Time Work,80k - 90k,NSW,515,41,41-45,1.169013765,Diamond,Diamond5
1230269,1416.88,1973.5,Full Time Work,100k+,QLD,493,42,41-45,0.717952876,Diamond,Diamond1
1230346,1214.9,1588.073,Full Time Work,70k - 80k,QLD,307,36,36-40,0.76501521,Diamond,Diamond3
1230436,247.96,791.05,Full Time Work,50k - 60k,NSW,362,32,31-35,0.313456798,Diamond,Diamond4
1230443,203.75,557.0876,NULL,50k - 60k,QLD,405,32,31-35,0.365741402,Diamond,Diamond3
1230534,1299.89,1658.445,Full Time Work,100k+,QLD,475,34,31-35,0.783800488,Diamond,Diamond5
1230608,47.95,1936.3184,Full Time Work,100k+,NSW,526,29,26-30,0.024763489,Diamond,Diamond3
1231979,0.92,1462.6084,Full Time Work,90k - 100k,NSW,447,45,41-45,0.000629013,Diamond,Diamond5
1232712,312.97,538.3761,Full Time Work,30k - 40k,VIC,430,40,36-40,0.581322239,Diamond,Diamond5
1233093,668.01,1445.9446,Self Employed,80k - 90k,NSW,400,24,18-25,0.461988654,Diamond,Diamond4
1233200,1423.44,1248.85,Full Time Work,90k - 100k,WA,491,58,56-60,1.139800617,Diamond,Diamond1
1233463,262.22,1043.8576,Full Time Work,60k - 70k,QLD,530,51,51-55,0.251202846,Diamond,Diamond1
1233888,2441.65,853.04,Full Time Work,50k - 60k,QLD,508,56,56-60,2.862292507,Diamond,Diamond5
1234511,362.04,643.92,Casual Work,40k - 50k,VIC,465,24,18-25,0.562243757,Diamond,Diamond1
1234548,2443.53,1916.4538,Full Time Work,100k+,NSW,528,36,36-40,1.275026823,Diamond,Diamond2
1234888,5159.67,920.4646,Full Time Work,50k - 60k,VIC,509,41,41-45,5.605506176,Diamond,Diamond1
1235533,1179.5,1084.283,Full Time Work,50k - 60k,VIC,422,35,31-35,1.087815635,Diamond,Diamond3
1235628,5.95,1402.4519,Full Time Work,70k - 80k,VIC,390,55,51-55,0.00424257,Diamond,Diamond5
1235674,2158.11,1074.01,Part Time Work,50k - 60k,QLD,476,58,56-60,2.009394698,Diamond,Diamond3
1236691,8.03,998.1353,Full Time Work,60k - 70k,QLD,416,42,41-45,0.008045002,Diamond,Diamond4
1236945,84.47,2275.2742,Full Time Work,100k+,NSW,586,42,41-45,0.037125196,Diamond,Diamond5
1236972,1542.53,742.5884,Part Time Work,40k - 50k,VIC,414,37,36-40,2.077234172,Diamond,Diamond2
1237023,1728.53,1555.6592,Full Time Work,80k - 90k,QLD,473,26,26-30,1.111123825,Diamond,Diamond1
1237464,109.46,970.9976,Centrelink,70k - 80k,QLD,485,30,26-30,0.112729424,Diamond,Diamond3
1237935,164.1,763.15,Full Time Work,40k - 50k,VIC,419,44,41-45,0.215029811,Diamond,Diamond3
1237986,120.62,1387.45,Part Time Work,80k - 90k,QLD,479,40,36-40,0.086936466,Diamond,Diamond1
1237989,2809.89,1338.1084,NULL,80k - 90k,VIC,433,40,36-40,2.099897138,Diamond,Diamond2
1239138,273.31,1495.7892,Full Time Work,80k - 90k,QLD,551,56,56-60,0.182719597,Diamond,Diamond2
1239150,4012.77,1820.0096,Full Time Work,100k+,WA,492,54,51-55,2.204807052,Diamond,Diamond5
1241896,1339.71,2392.6546,Full Time Work,100k+,QLD,514,54,51-55,0.559926201,Diamond,Diamond1
1242361,2974.99,1239.2838,Full Time Work,20k - 30k,QLD,421,33,31-35,2.400572008,Diamond,Diamond2
1242556,804.17,800.5807,Full Time Work,50k - 60k,VIC,535,36,36-40,1.004483371,Diamond,Diamond2
1242944,253.13,657.0526,Full Time Work,30k - 40k,NSW,499,32,31-35,0.385250739,Diamond,Diamond5
1243019,196.85,752.123,Full Time Work,40k - 50k,WA,391,28,26-30,0.261725808,Diamond,Diamond3
1243490,2300.27,960.155,Full Time Work,50k - 60k,QLD,544,53,51-55,2.395727773,Diamond,Diamond5
1243544,1935.78,1151.6576,NULL,40k - 50k,NSW,519,33,31-35,1.680864174,Diamond,Diamond1
1243662,1224.87,985.2323,Full Time Work,90k - 100k,WA,595,47,46-50,1.243229642,Diamond,Diamond5
1243953,234.83,808.19,Full Time Work,60k - 70k,NSW,543,40,36-40,0.290562863,Diamond,Diamond2
1244259,2014.76,1324.98,Full Time Work,70k - 80k,NSW,513,49,46-50,1.520596537,Diamond,Diamond1
1244309,371.44,1421.68,Full Time Work,100k+,NSW,451,38,36-40,0.261268359,Diamond,Diamond5
1244580,1123.96,797.793,Full Time Work,40k - 50k,NSW,541,44,41-45,1.408836628,Diamond,Diamond5
1244586,604.63,809.9915,Full Time Work,50k - 60k,NSW,548,26,26-30,0.746464623,Diamond,Diamond2
1245697,1395.15,1899.2207,NULL,90k - 100k,WA,490,53,51-55,0.734590772,Diamond,Diamond5
1246139,3272.92,955.5638,Full Time Work,90k - 100k,NSW,538,51,51-55,3.425119286,Diamond,Diamond5
1246209,159.33,1042.6184,Full Time Work,60k - 70k,NSW,544,52,51-55,0.152817176,Diamond,Diamond1
1246425,143.83,474.04,Casual Work,50k - 60k,NSW,459,58,56-60,0.303413214,Diamond,Diamond2
1246442,232.86,1049.3615,Full Time Work,70k - 80k,VIC,467,51,51-55,0.221906369,Diamond,Diamond1
1246445,560.45,970.37,Full Time Work,60k - 70k,VIC,518,32,31-35,0.577563198,Diamond,Diamond5
1246499,393.73,517.9607,Full Time Work,10k - 20k,WA,579,33,31-35,0.760154197,Diamond,Diamond5
1246773,85.13,639.5392,Full Time Work,40k - 50k,VIC,467,24,18-25,0.133111465,Diamond,Diamond3
1247986,867.13,969.713,Full Time Work,60k - 70k,SA,518,38,36-40,0.89421303,Diamond,Diamond2
1081464,807.27,557.7515,Full Time Work,40k - 50k,NSW,433,24,18-25,1.447365,Gold,Gold3
1082266,39.16,1058.943,Part Time Work,50k - 60k,WA,398,25,18-25,0.036980272,Gold,Gold4
1082342,326.07,1172.3319,Full Time Work,70k - 80k,QLD,533,56,56-60,0.278137957,Gold,Gold2
1082411,744.18,1017.9038,Full Time Work,50k - 60k,NSW,395,43,41-45,0.731090698,Gold,Gold1
1083295,4424.32,639.16,Full Time Work,50k - 60k,SA,383,30,26-30,6.922085237,Gold,Gold3
1083716,138.59,939.7307,Full Time Work,50k - 60k,VIC,444,55,51-55,0.147478421,Gold,Gold5
1083845,0.31,704.713,Casual Work,40k - 50k,NSW,350,19,18-25,0.000439895,Gold,Gold4
1084403,253.02,1725.9715,Full Time Work,90k - 100k,SA,360,34,31-35,0.1465957,Gold,Gold5
1084546,1961.32,1604.2942,Full Time Work,80k - 90k,NT,434,48,46-50,1.222543845,Gold,Gold1
1084836,381,692.58,Full Time Work,60k - 70k,QLD,542,45,41-45,0.550116954,Gold,Gold2
1084882,30,535.8507,Full Time Work,NULL,VIC,455,26,26-30,0.055985744,Gold,Gold4
1084913,241.67,1201.6423,Casual Work,60k - 70k,WA,523,41,41-45,0.201116422,Gold,Gold2
1085295,122.1,1006.46,Casual Work,NULL,NSW,371,24,18-25,0.121316297,Gold,Gold4
1085499,3.77,509.6576,Full Time Work,30k - 40k,NSW,418,27,26-30,0.007397123,Gold,Gold1
1085647,212.69,935.9946,Full Time Work,60k - 70k,QLD,499,42,41-45,0.227234217,Gold,Gold5
1085753,82.53,1355.3092,Self Employed,70k - 80k,SA,462,31,31-35,0.060893854,Gold,Gold4
1085863,0.77,616.0346,Full Time Work,40k - 50k,NSW,412,41,41-45,0.00124993,Gold,Gold4
1085875,463.38,1459.2638,Part Time Work,80k - 90k,NSW,387,42,41-45,0.317543682,Gold,Gold4
1086076,0.72,784.0253,Full Time Work,40k - 50k,VIC,394,33,31-35,0.000918338,Gold,Gold4
1086080,1390.8,1481.0761,Full Time Work,100k+,QLD,500,32,31-35,0.939046954,Gold,Gold2
1086098,22.19,940.5461,Full Time Work,50k - 60k,NSW,457,29,26-30,0.023592677,Gold,Gold4
1086194,4.6,1219.413,Part Time Work,50k - 60k,NSW,465,39,36-40,0.003772307,Gold,Gold3
1086212,738.98,734.7746,Full Time Work,40k - 50k,NSW,473,27,26-30,1.005723388,Gold,Gold2
1086223,7.92,1363.49,Full Time Work,70k - 80k,WA,311,42,41-45,0.005808623,Gold,Gold4
1086239,2223.42,1001.803,Full Time Work,60k - 70k,WA,411,53,51-55,2.219418389,Gold,Gold4
1086351,688.04,1519.86,Full Time Work,80k - 90k,VIC,442,44,41-45,0.452699591,Gold,Gold4
1086364,2211.16,792.0369,Full Time Work,50k - 60k,VIC,461,30,26-30,2.791738617,Gold,Gold3
1086400,4066.65,645.2307,Full Time Work,40k - 50k,QLD,400,43,41-45,6.302629432,Gold,Gold1
1086560,5.77,737.0453,Full Time Work,40k - 50k,SA,426,25,18-25,0.007828555,Gold,Gold1
1086655,466.95,1209.8092,Casual Work,60k - 70k,VIC,366,29,26-30,0.385969953,Gold,Gold1
1086667,480.68,629.5861,Full Time Work,30k - 40k,SA,428,34,31-35,0.763485725,Gold,Gold4
1086761,0.58,1273.0669,Full Time Work,60k - 70k,NSW,488,38,36-40,0.000455593,Gold,Gold2
1086780,137.6,1237.7138,Casual Work,70k - 80k,QLD,452,52,51-55,0.111172712,Gold,Gold3
1086789,1494.84,1738.533,Full Time Work,100k+,NSW,500,42,41-45,0.859828373,Gold,Gold2
1086810,250.55,1191.29,Part Time Work,60k - 70k,VIC,455,69,66-70,0.210318226,Gold,Gold2
1086850,720.18,906.2484,Part Time Work,50k - 60k,QLD,449,47,46-50,0.794682782,Gold,Gold4
